date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/07/2021,ARKW,"TESLA INC",TSLA,88160R101,"629,553","$492,782,610.75",9.79%
10/07/2021,ARKW,"GRAYSCALE BITCOIN TRUST BTC",GBTC,389637109,"7,995,709","$342,056,431.02",6.79%
10/07/2021,ARKW,"COINBASE GLOBAL INC -CLASS A",COIN,19260Q107,"1,129,393","$282,777,419.34",5.62%
10/07/2021,ARKW,"TWITTER INC",TWTR,90184L102,"4,597,850","$281,802,226.50",5.60%
10/07/2021,ARKW,"TELADOC HEALTH INC",TDOC,87918A105,"1,937,478","$244,722,846.18",4.86%
10/07/2021,ARKW,"ROKU INC",ROKU,77543R102,"727,242","$233,946,478.98",4.65%
10/07/2021,ARKW,"UNITY SOFTWARE INC",U,91332U101,"1,683,913","$219,548,576.94",4.36%
10/07/2021,ARKW,"SQUARE INC - A",SQ,852234103,"865,206","$206,888,058.72",4.11%
10/07/2021,ARKW,"SHOPIFY INC - CLASS A",SHOP,82509L107,"146,052","$197,152,673.76",3.92%
10/07/2021,ARKW,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,"824,147","$191,218,586.94",3.80%
10/07/2021,ARKW,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,"709,246","$179,900,247.90",3.57%
10/07/2021,ARKW,"DRAFTKINGS INC - CL A",DKNG,26142R104,"3,606,726","$176,693,506.74",3.51%
10/07/2021,ARKW,"TWILIO INC - A",TWLO,90138F102,"544,986","$172,695,163.68",3.43%
10/07/2021,ARKW,"PELOTON INTERACTIVE INC-A",PTON,70614W100,"1,706,017","$142,895,983.92",2.84%
10/07/2021,ARKW,"UIPATH INC - CLASS A",PATH,90364P105,"2,459,662","$126,229,853.84",2.51%
10/07/2021,ARKW,"PALANTIR TECHNOLOGIES INC-A",PLTR,69608A108,"5,265,909","$124,170,134.22",2.47%
10/07/2021,ARKW,"ZILLOW GROUP INC - C",Z,98954M200,"1,336,260","$118,045,208.40",2.34%
10/07/2021,ARKW,"ROBLOX CORP -CLASS A",RBLX,771049103,"1,283,574","$94,599,403.80",1.88%
10/07/2021,ARKW,"SPLUNK INC",SPLK,848637104,"558,274","$81,764,810.04",1.62%
10/07/2021,ARKW,"ETSY INC",ETSY,29786A106,"357,528","$74,912,841.84",1.49%
10/07/2021,ARKW,"ROBINHOOD MARKETS INC - A",HOOD,770700102,"1,712,626","$72,033,049.56",1.43%
10/07/2021,ARKW,"WALT DISNEY CO/THE",DIS,254687106,"390,036","$68,443,517.28",1.36%
10/07/2021,ARKW,"PAGERDUTY INC",PD,69553P100,"1,666,417","$67,173,269.27",1.33%
10/07/2021,ARKW,"CLOUDFLARE INC - CLASS A",NET,18915M107,"462,086","$61,660,755.84",1.22%
10/07/2021,ARKW,"LIVEPERSON INC",LPSN,538146101,"940,926","$56,756,656.32",1.13%
10/07/2021,ARKW,"SEA LTD-ADR",SE,81141R100,"180,867","$57,034,599.78",1.13%
10/07/2021,ARKW,"DOCUSIGN INC",DOCU,256163106,"208,210","$55,200,635.20",1.10%
10/07/2021,ARKW,"OKTA INC",OKTA,679295105,"223,227","$51,770,805.84",1.03%
10/07/2021,ARKW,"VUZIX CORP",VUZI,92921W300,"5,175,356","$51,391,285.08",1.02%
10/07/2021,ARKW,"SKILLZ INC",SKLZ,83067L109,"5,989,104","$51,027,166.08",1.01%
10/07/2021,ARKW,"GENIUS SPORTS LTD",GENI,G3934V109,"3,024,274","$50,626,346.76",1.01%
10/07/2021,ARKW,"FARFETCH LTD-CLASS A",FTCH,30744W107,"1,402,307","$49,192,929.56",0.98%
10/07/2021,ARKW,"VERACYTE INC",VCYT,92337F107,"1,138,395","$49,565,718.30",0.98%
10/07/2021,ARKW,"KHOSLA VENTURES ACQUISITIO-A",KVSB,482505104,"4,698,100","$47,168,924.00",0.94%
10/07/2021,ARKW,"ADYEN NV-UNSPON ADR",ADYEY,00783V104,"1,559,634","$44,355,990.96",0.88%
10/07/2021,ARKW,"MERCADOLIBRE INC",MELI,58733R102,"28,051","$43,438,937.07",0.86%
10/07/2021,ARKW,"2U INC",TWOU,90214J101,"1,249,290","$41,888,693.70",0.83%
10/07/2021,ARKW,"NANO DIMENSION LTD - ADR",NNDM,63008G203,"6,681,373","$36,881,178.96",0.73%
10/07/2021,ARKW,"SNAP INC - A",SNAP,83304A106,"476,860","$34,872,771.80",0.69%
10/07/2021,ARKW,"CONCORD ACQUISITION CORP -A",CND,206071102,"2,772,235","$27,971,851.15",0.56%
10/07/2021,ARKW,"PAYPAL HOLDINGS INC",PYPL,70450Y103,"93,483","$24,685,120.98",0.49%
10/07/2021,ARKW,"DREYFUS GOVT CASH MAN INS",,X9USDDGCM,"7,274,893","$7,274,893.25",0.14%
10/07/2021,ARKW,"LENDINGCLUB CORP",LC,52603A208,"4,268","$122,107.48",0.00%
