date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/07/2021,ARKQ,"TESLA INC",TSLA,88160R101,"344,421","$269,595,537.75",10.97%
10/07/2021,ARKQ,"KRATOS DEFENSE & SECURITY",KTOS,50077B207,"7,975,149","$175,293,775.02",7.13%
10/07/2021,ARKQ,"TRIMBLE INC",TRMB,896239100,"2,125,808","$174,018,642.88",7.08%
10/07/2021,ARKQ,"UIPATH INC - CLASS A",PATH,90364P105,"3,269,374","$167,784,273.68",6.83%
10/07/2021,ARKQ,"UNITY SOFTWARE INC",U,91332U101,"1,169,260","$152,448,118.80",6.20%
10/07/2021,ARKQ,"IRIDIUM COMMUNICATIONS INC",IRDM,46269C102,"2,909,113","$109,208,102.02",4.44%
10/07/2021,ARKQ,"LOCKHEED MARTIN CORP",LMT,539830109,"265,627","$92,966,793.73",3.78%
10/07/2021,ARKQ,"KOMATSU LTD -SPONS ADR",KMTUY,500458401,"3,857,071","$90,826,307.91",3.69%
10/07/2021,ARKQ,"JD.COM INC-ADR",JD,47215P106,"1,251,773","$89,964,925.51",3.66%
10/07/2021,ARKQ,"3D SYSTEMS CORP",DDD,88554D205,"3,155,960","$81,360,648.80",3.31%
10/07/2021,ARKQ,"DEERE & CO",DE,244199105,"231,201","$78,238,418.40",3.18%
10/07/2021,ARKQ,"TUSIMPLE HOLDINGS INC - A",TSP,90089L108,"1,823,790","$66,531,859.20",2.71%
10/07/2021,ARKQ,"ALPHABET INC-CL C",GOOG,02079K107,"23,276","$63,941,034.08",2.60%
10/07/2021,ARKQ,"AEROVIRONMENT INC",AVAV,008073108,"705,897","$60,184,778.22",2.45%
10/07/2021,ARKQ,"NIU TECHNOLOGIES-SPONS ADR",NIU,65481N100,"2,459,436","$59,936,455.32",2.44%
10/07/2021,ARKQ,"MAGNA INTERNATIONAL INC",MGA,559222401,"700,474","$54,496,877.20",2.22%
10/07/2021,ARKQ,"TERADYNE INC",TER,880770102,"476,986","$51,991,474.00",2.12%
10/07/2021,ARKQ,"MARKFORGED HOLDING CORP",MKFG,57064N102,"8,354,653","$51,464,662.48",2.09%
10/07/2021,ARKQ,"NANO DIMENSION LTD - ADR",NNDM,63008G203,"8,823,213","$48,704,135.76",1.98%
10/07/2021,ARKQ,"BLADE AIR MOBILITY INC",BLDE,092667104,"4,517,878","$46,263,070.72",1.88%
10/07/2021,ARKQ,"CATERPILLAR INC",CAT,149123101,"216,160","$41,472,457.60",1.69%
10/07/2021,ARKQ,"ARCHER AVIATION INC-A",ACHR,03945R102,"5,084,382","$40,268,305.44",1.64%
10/07/2021,ARKQ,"BAIDU INC - SPON ADR",BIDU,056752108,"233,070","$34,811,335.20",1.42%
10/07/2021,ARKQ,"ELBIT SYSTEMS LTD",ESLT,M3760D101,"233,623","$33,812,256.79",1.38%
10/07/2021,ARKQ,"TELEDYNE TECHNOLOGIES INC",TDY,879360105,"72,152","$30,938,056.08",1.26%
10/07/2021,ARKQ,"2U INC",TWOU,90214J101,"816,823","$27,388,075.19",1.11%
10/07/2021,ARKQ,"MATERIALISE NV-ADR",MTLS,57667T100,"1,390,734","$26,799,444.18",1.09%
10/07/2021,ARKQ,"SYNOPSYS INC",SNPS,871607107,"88,107","$25,953,678.99",1.06%
10/07/2021,ARKQ,"PROTO LABS INC",PRLB,743713109,"382,494","$25,684,472.10",1.04%
10/07/2021,ARKQ,"ANSYS INC",ANSS,03662Q105,"72,841","$25,101,737.01",1.02%
10/07/2021,ARKQ,"VELO3D INC",VLD,92259N104,"3,375,802","$24,980,934.80",1.02%
