date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/07/2021,IZRL,"MONDAY.COM LTD",MNDY,M7S64H106,"16,792","$5,848,653.60",2.31%
10/07/2021,IZRL,"INMODE LTD",INMD,M5425M103,"68,515","$4,984,466.25",1.97%
10/07/2021,IZRL,"NAYAX LTD",NYAX,BMXT7N9,"1,212,606","$4,681,225.78",1.85%
10/07/2021,IZRL,"PLASSON INDUSTRIES LTD",PLSN,6094728,"68,773","$4,659,984.31",1.84%
10/07/2021,IZRL,"KORNIT DIGITAL LTD",KRNT,M6372Q113,"30,417","$4,375,485.45",1.73%
10/07/2021,IZRL,"ENLIVEX THERAPEUTICS LTD",ENLV,M4130Y106,"453,903","$4,384,702.98",1.73%
10/07/2021,IZRL,"PLAYTIKA HOLDING CORP",PLTK,72815L107,"154,183","$4,233,865.18",1.67%
10/07/2021,IZRL,"SAPIENS INTERNATIONAL CORP",SPNS,G7T16G103,"139,022","$4,167,879.56",1.65%
10/07/2021,IZRL,"CYBERARK SOFTWARE LTD/ISRAEL",CYBR,M2682V108,"25,983","$4,154,421.87",1.64%
10/07/2021,IZRL,"UROGEN PHARMA LTD","URGN UQ",M96088105,"242,089","$4,100,987.66",1.62%
10/07/2021,IZRL,"BEZEQ THE ISRAELI TELECOM CO",BEZQ,6098032,"3,454,955","$4,079,214.62",1.61%
10/07/2021,IZRL,"PRIORTECH LTD",PRTC,6677776,"136,471","$4,057,525.03",1.61%
10/07/2021,IZRL,"BET SHEMESH ENGINES HOLDINGS",BSEN,6103936,"184,460","$4,041,320.09",1.60%
10/07/2021,IZRL,"PERION NETWORK LTD",PERI,M78673114,"195,135","$4,033,440.45",1.60%
10/07/2021,IZRL,"MAGIC SOFTWARE ENTERPRISES",MGIC,6328074,"209,306","$4,005,834.81",1.58%
10/07/2021,IZRL,"CAMTEK LTD",CAMT,M20791105,"102,709","$3,972,784.12",1.57%
10/07/2021,IZRL,"ELBIT SYSTEMS LTD",ESLT,6308913,"27,522","$3,949,867.48",1.56%
10/07/2021,IZRL,"TEVA PHARMACEUTICAL-SP ADR",TEVA,881624209,"400,561","$3,949,531.46",1.56%
10/07/2021,IZRL,"RADWARE LTD",RDWR,M81873107,"114,843","$3,910,404.15",1.55%
10/07/2021,IZRL,"ARAD LTD",ARD,B0G7VP6,"278,701","$3,899,119.91",1.54%
10/07/2021,IZRL,"TOWER SEMICONDUCTOR LTD",TSEM,M87915274,"132,442","$3,855,386.62",1.53%
10/07/2021,IZRL,"FATTAL HOLDINGS 1998 LTD",FTAL,BG1YKN5,"36,935","$3,790,515.76",1.50%
10/07/2021,IZRL,"SOLAREDGE TECHNOLOGIES INC",SEDG,83417M104,"14,565","$3,793,017.30",1.50%
10/07/2021,IZRL,"PARTNER COMMUNICATIONS CO",PTNR,6374420,"833,961","$3,747,473.73",1.48%
10/07/2021,IZRL,"NOVA LTD",NVMI,M7516K103,"37,402","$3,703,546.04",1.47%
