FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-07-16,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,5151,0.0021
ARKK,2021-07-16,Buy,SQ,852234103,SQUARE INC,179664,0.1943
ARKK,2021-07-16,Buy,IRDM,46269C102,IRIDIUM COMMUNICATIONS INC,89224,0.0152
ARKK,2021-07-16,Buy,ICE,45866F104,INTERCONTINENTAL EXCHANGE INC,135,0.0001
ARKK,2021-07-16,Buy,FATE,31189P102,FATE THERAPEUTICS INC,57875,0.0206
ARKK,2021-07-16,Buy,EXAS,30063P105,EXACT SCIENCES CORP,70285,0.0365
ARKK,2021-07-16,Buy,COIN,19260Q107,COINBASE GLOBAL INC,64001,0.0658
ARKK,2021-07-16,Sell,NVS,66987V109,NOVARTIS AG,256150,0.1077
ARKK,2021-07-16,Sell,PSTG,74624M102,PURE STORAGE INC,1174669,0.0969
ARKK,2021-07-16,Sell,TCEHY,88032Q109,TENCENT HOLDINGS LTD,220100,0.0722
