date,fund,company,ticker,cusip,shares,market value($),weight(%)
7/16/2021,ARKX,TRIMBLE INC,TRMB,896239100,721323.00,58383883.62,9.62
7/16/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,1095858.00,40327574.40,6.64
7/16/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1417778.00,37032361.36,6.10
7/16/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,910271.00,33716437.84,5.56
7/16/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,150416.00,33672125.76,5.55
7/16/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,5315408.00,26687553.84,4.40
7/16/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,69691.00,26360620.75,4.34
7/16/2021,ARKX,THALES SA,HO,4162791,241827.00,24942515.52,4.11
7/16/2021,ARKX,KOMATSU LTD,6301,6496584,895688.00,22470719.03,3.70
7/16/2021,ARKX,AMAZON.COM INC,AMZN,023135106,5962.00,21649214.40,3.57
7/16/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,7077.00,18579460.41,3.06
7/16/2021,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,359535.00,18450269.41,3.04
7/16/2021,ARKX,NETFLIX INC,NFLX,64110L106,30372.00,16490477.40,2.72
7/16/2021,ARKX,BOEING CO/THE,BA,097023105,74056.00,16496714.56,2.72
7/16/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,346164.00,14715431.64,2.42
7/16/2021,ARKX,MEITUAN-CLASS B,3690,BGJW376,386272.00,14441004.26,2.38
7/16/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,233134.00,13890123.72,2.29
7/16/2021,ARKX,JD.COM INC-ADR,JD,47215P106,177252.00,13623588.72,2.24
7/16/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,122036.00,11806983.00,1.95
7/16/2021,ARKX,REINVENT TECHNOLOGY-CLASS A,RTP,G7483N129,1190925.00,11837794.50,1.95
7/16/2021,ARKX,NVIDIA CORP,NVDA,67066G104,15313.00,11617207.45,1.91
7/16/2021,ARKX,TERADYNE INC,TER,880770102,87180.00,10734473.40,1.77
7/16/2021,ARKX,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,49646.00,10661974.96,1.76
7/16/2021,ARKX,DEERE & CO,DE,244199105,27096.00,9377925.60,1.55
7/16/2021,ARKX,AIRBUS SE,AIR,4012250,69618.00,9078463.50,1.50
7/16/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,91519.00,8597294.86,1.42
7/16/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,63838.00,8157219.64,1.34
7/16/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,31092.00,7238528.52,1.19
7/16/2021,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,693861.00,6883101.12,1.13
7/16/2021,ARKX,SYNOPSYS INC,SNPS,871607107,24534.00,6812601.12,1.12
7/16/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,44236.00,6596029.96,1.09
7/16/2021,ARKX,ANSYS INC,ANSS,03662Q105,17882.00,6298219.22,1.04
7/16/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,801104.00,6096401.44,1.00
7/16/2021,ARKX,HEICO CORP,HEI,422806109,44790.00,6016640.70,0.99
7/16/2021,ARKX,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,75287.00,5468094.81,0.90
7/16/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,12260.00,5350386.60,0.88
7/16/2021,ARKX,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,396460.00,3924954.00,0.65
7/16/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,2286376.65,2286376.65,0.38
7/16/2021,ARKX,RAVEN INDUSTRIES INC,RAVN,754212108,2162.00,123471.82,0.02
