date,fund,company,ticker,cusip,shares,market value($),weight(%)
6/21/2021,ARKK,TESLA INC,TSLA,88160R101,3509418.00,2187455333.58,9.67
6/21/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,8639494.00,1350439307.14,5.97
6/21/2021,ARKK,ROKU INC,ROKU,77543R102,3520625.00,1297103868.75,5.74
6/21/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,729568.00,1070181412.16,4.73
6/21/2021,ARKK,SQUARE INC - A,SQ,852234103,4469606.00,1059520102.30,4.69
6/21/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,2812148.00,1052418267.52,4.65
6/21/2021,ARKK,TWILIO INC - A,TWLO,90138F102,2318379.00,852259304.19,3.77
6/21/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,3334934.00,825863055.76,3.65
6/21/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,7751601.00,814073137.02,3.60
6/21/2021,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,3383316.00,775760525.64,3.43
6/21/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,6397707.00,741878103.72,3.28
6/21/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,5737012.00,725846758.24,3.21
6/21/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,4953094.00,633154006.02,2.80
6/21/2021,ARKK,DOCUSIGN INC,DOCU,256163106,2127231.00,583776003.33,2.58
6/21/2021,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,22538686.00,571806463.82,2.53
6/21/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,2704157.00,525769245.51,2.33
6/21/2021,ARKK,INVITAE CORP,NVTA,46185L103,13194496.00,432647523.84,1.91
6/21/2021,ARKK,DRAFTKINGS INC - CL A,DKNG,26142R104,8772129.00,421588519.74,1.86
6/21/2021,ARKK,TWITTER INC,TWTR,90184L102,6592305.00,401141759.25,1.77
6/21/2021,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,4610188.00,391865980.00,1.73
6/21/2021,ARKK,SEA LTD-ADR,SE,81141R100,1383667.00,390872090.83,1.73
6/21/2021,ARKK,UIPATH INC - CLASS A,PATH,90364P105,5026669.00,350610162.75,1.55
6/21/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,4600197.00,349246956.24,1.54
6/21/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,8336161.00,327861212.13,1.45
6/21/2021,ARKK,SKILLZ INC,SKLZ,83067L109,15452354.00,295603532.02,1.31
6/21/2021,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,3795881.00,279338882.79,1.24
6/21/2021,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,3377468.00,270974257.64,1.20
6/21/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,10763337.00,266715490.86,1.18
6/21/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,2248180.00,250110025.00,1.11
6/21/2021,ARKK,PAGERDUTY INC,PD,69553P100,5620897.00,245745616.84,1.09
6/21/2021,ARKK,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,4606177.00,245002554.63,1.08
6/21/2021,ARKK,TERADYNE INC,TER,880770102,1933732.00,241445777.52,1.07
6/21/2021,ARKK,2U INC,TWOU,90214J101,5739127.00,232951164.93,1.03
6/21/2021,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,2845431.00,220179450.78,0.97
6/21/2021,ARKK,PROTO LABS INC,PRLB,743713109,2215317.00,191115397.59,0.85
6/21/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,6367199.00,185603850.85,0.82
6/21/2021,ARKK,BERKELEY LIGHTS INC,BLI,084310101,3527147.00,171489887.14,0.76
6/21/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,4741908.00,170139659.04,0.75
6/21/2021,ARKK,PURE STORAGE INC - CLASS A,PSTG,74624M102,7341255.00,138823132.05,0.61
6/21/2021,ARKK,KE HOLDINGS INC-ADR,BEKE,482497104,2644212.00,131523104.88,0.58
6/21/2021,ARKK,VERACYTE INC,VCYT,92337F107,3449270.00,129244146.90,0.57
6/21/2021,ARKK,SERES THERAPEUTICS INC,MCRB,81750R102,5726736.00,125014646.88,0.55
6/21/2021,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,1907995.00,122474199.05,0.54
6/21/2021,ARKK,TRIMBLE INC,TRMB,896239100,1423280.00,110830813.60,0.49
6/21/2021,ARKK,STRATASYS LTD,SSYS,M85548101,4613140.00,99782218.20,0.44
6/21/2021,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,4109272.00,94841997.76,0.42
6/21/2021,ARKK,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,988726.00,91961405.26,0.41
6/21/2021,ARKK,CERUS CORP,CERS,157085101,13581638.00,77551152.98,0.34
6/21/2021,ARKK,COMPUGEN LTD,CGEN,M25722105,7145380.00,55876871.60,0.25
6/21/2021,ARKK,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,24912612.27,24912612.27,0.11
6/21/2021,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,94271.00,10629997.96,0.05
