date,fund,company,ticker,cusip,market value($),weight(%)
11/24/2021,ARKK,TESLA INC,TSLA,88160R101,1905131659.08,10.38
11/24/2021,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,1120420501.20,6.11
11/24/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,1078253032.14,5.88
11/24/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,1064405459.07,5.80
11/24/2021,ARKK,ROKU INC,ROKU,77543R102,991090443.52,5.40
11/24/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,906307128.72,4.94
11/24/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,792694822.14,4.32
11/24/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,732662297.97,3.99
11/24/2021,ARKK,SQUARE INC - A,SQ,852234103,658686093.85,3.59
11/24/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,651633963.75,3.55
11/24/2021,ARKK,TWILIO INC - A,TWLO,90138F102,649626225.93,3.54
11/24/2021,ARKK,UIPATH INC - CLASS A,PATH,90364P105,620026553.13,3.38
11/24/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,559784909.16,3.05
11/24/2021,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,515842484.81,2.81
11/24/2021,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,480726631.52,2.62
11/24/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,476906910.48,2.60
11/24/2021,ARKK,TWITTER INC,TWTR,90184L102,466890210.48,2.54
11/24/2021,ARKK,DRAFTKINGS INC - CL A,DKNG,26142R104,430130786.88,2.34
11/24/2021,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,312313414.78,1.70
11/24/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,303914324.58,1.66
11/24/2021,ARKK,INVITAE CORP,NVTA,46185L103,293106681.00,1.60
11/24/2021,ARKK,DOCUSIGN INC,DOCU,256163106,281365050.15,1.53
11/24/2021,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,272582907.45,1.49
11/24/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,259624870.52,1.42
11/24/2021,ARKK,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,250178738.99,1.36
11/24/2021,ARKK,PAGERDUTY INC,PD,69553P100,241934877.47,1.32
11/24/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,239801166.61,1.31
11/24/2021,ARKK,GINKGO BIOWORKS HOLDINGS INC,DNA,37611X100,235183912.70,1.28
11/24/2021,ARKK,VERACYTE INC,VCYT,92337F107,172601020.80,0.94
11/24/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,164846104.17,0.90
11/24/2021,ARKK,SKILLZ INC,SKLZ,83067L109,157011937.51,0.86
11/24/2021,ARKK,SIGNIFY HEALTH INC -CLASS A,SGFY,82671G100,143109819.63,0.78
11/24/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,132843910.25,0.72
11/24/2021,ARKK,2U INC,TWOU,90214J101,123477191.46,0.67
11/24/2021,ARKK,TRIMBLE INC,TRMB,896239100,114018975.24,0.62
11/24/2021,ARKK,BERKELEY LIGHTS INC,BLI,084310101,99185568.00,0.54
11/24/2021,ARKK,STRATASYS LTD,SSYS,M85548101,98816565.40,0.54
11/24/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,98115662.79,0.53
11/24/2021,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,78796914.21,0.43
11/24/2021,ARKK,CERUS CORP,CERS,157085101,71034012.09,0.39
11/24/2021,ARKK,3D SYSTEMS CORP,DDD,88554D205,46579002.43,0.25
11/24/2021,ARKK,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,31008635.11,0.17
11/24/2021,ARKK,COMPUGEN LTD,CGEN,M25722105,24073043.34,0.13
11/24/2021,ARKK,PROTO LABS INC,PRLB,743713109,249924.31,0.00
11/24/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,44993.52,0.00
