FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-09-13,Buy,VCYT,92337F107,VERACYTE INC,75815,0.02
ARKK,2021-09-13,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,250366,0.03
ARKK,2021-09-13,Buy,PD,69553P100,PAGERDUTY INC,137577,0.03
ARKK,2021-09-13,Buy,NVTA,46185L103,INVITAE CORP,480982,0.07
ARKK,2021-09-13,Sell,NTDOY,654445303,NINTENDO CO LTD,76700,0.02
ARKK,2021-09-13,Sell,NSTG,63009R109,NANOSTRING TECHNOLOGIES INC,6840,0
ARKK,2021-09-13,Sell,IOVA,462260100,IOVANCE BIOTHERAPEUTICS INC,542589,0.06
ARKK,2021-09-13,Sell,TER,880770102,TERADYNE INC,83450,0.05
ARKK,2021-09-13,Sell,TRMB,896239100,TRIMBLE INC,63695,0.03
ARKK,2021-09-13,Sell,EDIT,28106W103,EDITAS MEDICINE INC,84388,0.02
