FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-09-13,Buy,BLI,084310101,BERKELEY LIGHTS INC,138100,0.06
ARKG,2021-09-13,Buy,PSNL,71535D106,PERSONALIS INC,93212,0.02
ARKG,2021-09-13,Buy,ONEM,68269G107,1LIFE HEALTHCARE INC,367810,0.11
ARKG,2021-09-13,Buy,SLGC,83444K105,SOMALOGIC INC,338363,0.04
ARKG,2021-09-13,Buy,CRSP,H17182108,CRISPR THERAPEUTICS AG,9000,0.01
ARKG,2021-09-13,Sell,CRBU,142038108,CARIBOU BIOSCIENCES INC,307,0
ARKG,2021-09-13,Sell,CLLS,15117K103,CELLECTIS SA,12773,0
ARKG,2021-09-13,Sell,CDXS,192005106,CODEXIS INC,12958,0
ARKG,2021-09-13,Sell,BMY,110122108,BRISTOL-MYERS SQUIBB CO,458088,0.35
ARKG,2021-09-13,Sell,PSTG,74624M102,PURE STORAGE INC,96,0
ARKG,2021-09-13,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,92,0
ARKG,2021-09-13,Sell,RHHBY,771195104,ROCHE HOLDING AG,96,0
ARKG,2021-09-13,Sell,DRNA,253031108,DICERNA PHARMACEUTICALS INC,96,0
