FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKW,2021-07-19,Buy,U,91332U101,UNITY SOFTWARE INC,117102,0.2049
ARKW,2021-07-19,Buy,PATH,90364P105,UIPATH INC,148442,0.1589
ARKW,2021-07-19,Buy,KVSB,482505104,KHOSLA VENTURES ACQUISITION CO II,578332,0.1087
ARKW,2021-07-19,Buy,GBTC,389637109,GRAYSCALE BITCOIN TRUST BTC,310067,0.1394
ARKW,2021-07-19,Buy,COIN,19260Q107,COINBASE GLOBAL INC,48977,0.1927
ARKW,2021-07-19,Buy,CND,206071102,CONCORD ACQUISITION CORP,513289,0.0955
ARKW,2021-07-19,Sell,HUYA,44852D108,HUYA INC,30000,0.0078
ARKW,2021-07-19,Sell,NTDOY,654445303,NINTENDO CO LTD,222811,0.2737
ARKW,2021-07-19,Sell,OPEN,683712103,OPENDOOR TECHNOLOGIES INC,954300,0.2417
ARKW,2021-07-19,Sell,SHOP,82509L107,SHOPIFY INC,7840,0.2043
ARKW,2021-07-19,Sell,BEKE,482497104,KE HOLDINGS INC,259723,0.1729
