date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/14/2021,ARKW,"TESLA INC",TSLA,88160R101,"625,121","$507,023,140.68",9.82%
10/14/2021,ARKW,"GRAYSCALE BITCOIN TRUST BTC",GBTC,389637109,"7,939,476","$354,497,603.40",6.87%
10/14/2021,ARKW,"TWITTER INC",TWTR,90184L102,"4,565,515","$283,975,033.00",5.50%
10/14/2021,ARKW,"COINBASE GLOBAL INC -CLASS A",COIN,19260Q107,"1,121,448","$276,750,937.44",5.36%
10/14/2021,ARKW,"TELADOC HEALTH INC",TDOC,87918A105,"1,978,732","$269,147,126.64",5.21%
10/14/2021,ARKW,"ROKU INC",ROKU,77543R102,"722,127","$237,738,650.94",4.61%
10/14/2021,ARKW,"UNITY SOFTWARE INC",U,91332U101,"1,672,069","$230,344,225.44",4.46%
10/14/2021,ARKW,"SQUARE INC - A",SQ,852234103,"859,121","$208,534,440.33",4.04%
10/14/2021,ARKW,"SHOPIFY INC - CLASS A",SHOP,82509L107,"143,326","$200,508,774.22",3.89%
10/14/2021,ARKW,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,"818,352","$199,538,768.16",3.87%
10/14/2021,ARKW,"TWILIO INC - A",TWLO,90138F102,"541,151","$187,108,369.76",3.63%
10/14/2021,ARKW,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,"704,256","$187,501,117.44",3.63%
10/14/2021,ARKW,"DRAFTKINGS INC - CL A",DKNG,26142R104,"3,581,361","$178,423,405.02",3.46%
10/14/2021,ARKW,"PELOTON INTERACTIVE INC-A",PTON,70614W100,"1,694,017","$146,888,214.07",2.85%
10/14/2021,ARKW,"PALANTIR TECHNOLOGIES INC-A",PLTR,69608A108,"5,228,874","$126,172,729.62",2.44%
10/14/2021,ARKW,"ZILLOW GROUP INC - C",Z,98954M200,"1,326,860","$125,295,389.80",2.43%
10/14/2021,ARKW,"UIPATH INC - CLASS A",PATH,90364P105,"2,442,362","$122,093,676.38",2.37%
10/14/2021,ARKW,"ROBLOX CORP -CLASS A",RBLX,771049103,"1,274,544","$95,310,400.32",1.85%
10/14/2021,ARKW,"SPLUNK INC",SPLK,848637104,"554,346","$89,576,770.14",1.74%
10/14/2021,ARKW,"ETSY INC",ETSY,29786A106,"355,013","$75,884,028.75",1.47%
10/14/2021,ARKW,"CLOUDFLARE INC - CLASS A",NET,18915M107,"458,836","$73,152,223.48",1.42%
10/14/2021,ARKW,"ROBINHOOD MARKETS INC - A",HOOD,770700102,"1,700,581","$68,907,542.12",1.34%
10/14/2021,ARKW,"PAGERDUTY INC",PD,69553P100,"1,654,697","$68,256,251.25",1.32%
