FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKF,2021-04-12,Buy,OPEN,683712103,OPENDOOR TECHNOLOGIES INC,633400,0.278
ARKF,2021-04-12,Sell,SI,82837P408,SILVERGATE CAPITAL CORP,65349,0.2452
