date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/11/2021,ARKW,"SEA LTD-ADR",SE,81141R100,"179,851","$58,142,231.28",1.15%
10/11/2021,ARKW,"LIVEPERSON INC",LPSN,538146101,"935,630","$55,520,284.20",1.10%
10/11/2021,ARKW,"DOCUSIGN INC",DOCU,256163106,"207,038","$54,457,205.14",1.08%
10/11/2021,ARKW,"GENIUS SPORTS LTD",GENI,G3934V109,"3,018,254","$54,388,937.08",1.08%
10/11/2021,ARKW,"FARFETCH LTD-CLASS A",FTCH,30744W107,"1,394,416","$52,276,655.84",1.04%
10/11/2021,ARKW,"OKTA INC",OKTA,679295105,"221,971","$50,731,472.05",1.01%
10/11/2021,ARKW,"VUZIX CORP",VUZI,92921W300,"5,146,237","$51,050,671.04",1.01%
10/11/2021,ARKW,"SKILLZ INC",SKLZ,83067L109,"5,955,405","$47,941,010.25",0.95%
10/11/2021,ARKW,"VERACYTE INC",VCYT,92337F107,"1,131,988","$47,011,461.64",0.93%
10/11/2021,ARKW,"KHOSLA VENTURES ACQUISITIO-A",KVSB,482505104,"4,671,665","$46,810,083.30",0.93%
10/11/2021,ARKW,"ADYEN NV-UNSPON ADR",ADYEY,00783V104,"1,550,858","$43,129,360.98",0.85%
10/11/2021,ARKW,"MERCADOLIBRE INC",MELI,58733R102,"27,895","$42,154,645.05",0.84%
10/11/2021,ARKW,"2U INC",TWOU,90214J101,"1,242,262","$41,740,003.20",0.83%
10/11/2021,ARKW,"NANO DIMENSION LTD - ADR",NNDM,63008G203,"6,643,781","$37,470,924.84",0.74%
10/11/2021,ARKW,"SNAP INC - A",SNAP,83304A106,"474,176","$35,563,200.00",0.70%
10/11/2021,ARKW,"CONCORD ACQUISITION CORP -A",CND,206071102,"2,816,383","$28,276,485.32",0.56%
10/11/2021,ARKW,"PAYPAL HOLDINGS INC",PYPL,70450Y103,"68,502","$17,814,630.12",0.35%
10/11/2021,ARKW,"DREYFUS GOVT CASH MAN INS",,X9USDDGCM,"5,837,636","$5,837,635.58",0.12%
10/11/2021,ARKW,"LENDINGCLUB CORP",LC,52603A208,97,"$2,963.35",0.00%
10/11/2021,ARKW,"SNOWFLAKE INC-CLASS A",SNOW,833445109,98,"$30,724.96",0.00%
"The principal risks of investing in ARK ETFs include equity, market, management and non-diversification risks, as well as fluctuations in market value and net asset value ('NAV'). Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ETF before investing. This and other information are contained in each ETF's prospectus, which may be obtained by contacting the ETF's transfer agent The Bank of New York Mellon or by clicking here. Please read the prospectus carefully before you invest. The market price of ETF shares may differ significantly from their NAV during periods of market volatility. ETF shares may only be redeemed directly with the ETF at NAV by Authorized Participants, in very large creation units. Holdings are subject to change without notice and are not a recommendation to buy or sell any security. There can be no guarantee that an active trading market for ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Copyright 2021, ARK Investment Management LLC. All content is original and has been researched and produced by ARK Investment Management LLC unless otherwise stated. No part of this content may be reproduced in any form, or referred to in any other publication, without the express written permission of ARK Investment Management LLC. All statements made regarding companies, securities or other financial information on this site or any sites or articles relating to ARK Investment Management LLC are strictly beliefs and points of view held by ARK Investment Management and are subject to change without notice. Information contained herein has been obtained from sources believed to be reliable, but not guaranteed. This material has been distributed for informational purposes only and should not be considered as investment advice or a recommendation of any particular security, strategy or investment product."
