date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/11/2021,ARKW,"TESLA INC",TSLA,88160R101,"626,009","$491,723,809.41",9.74%
10/11/2021,ARKW,"GRAYSCALE BITCOIN TRUST BTC",GBTC,389637109,"7,950,722","$336,633,569.48",6.67%
10/11/2021,ARKW,"TWITTER INC",TWTR,90184L102,"4,571,982","$291,143,813.76",5.77%
10/11/2021,ARKW,"COINBASE GLOBAL INC -CLASS A",COIN,19260Q107,"1,123,037","$278,670,401.18",5.52%
10/11/2021,ARKW,"TELADOC HEALTH INC",TDOC,87918A105,"1,981,535","$260,670,929.25",5.17%
10/11/2021,ARKW,"ROKU INC",ROKU,77543R102,"723,150","$233,837,784.00",4.63%
10/11/2021,ARKW,"UNITY SOFTWARE INC",U,91332U101,"1,674,438","$228,091,944.36",4.52%
10/11/2021,ARKW,"SQUARE INC - A",SQ,852234103,"860,338","$205,182,009.62",4.07%
10/11/2021,ARKW,"SHOPIFY INC - CLASS A",SHOP,82509L107,"145,232","$200,134,052.96",3.97%
10/11/2021,ARKW,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,"819,511","$190,847,721.68",3.78%
10/11/2021,ARKW,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,"705,254","$179,875,032.70",3.56%
10/11/2021,ARKW,"TWILIO INC - A",TWLO,90138F102,"541,918","$173,738,910.80",3.44%
10/11/2021,ARKW,"DRAFTKINGS INC - CL A",DKNG,26142R104,"3,586,434","$171,826,052.94",3.40%
10/11/2021,ARKW,"PELOTON INTERACTIVE INC-A",PTON,70614W100,"1,696,417","$146,078,467.87",2.89%
10/11/2021,ARKW,"UIPATH INC - CLASS A",PATH,90364P105,"2,445,822","$125,666,334.36",2.49%
10/11/2021,ARKW,"PALANTIR TECHNOLOGIES INC-A",PLTR,69608A108,"5,236,281","$123,052,603.50",2.44%
10/11/2021,ARKW,"ZILLOW GROUP INC - C",Z,98954M200,"1,328,740","$120,968,489.60",2.40%
10/11/2021,ARKW,"ROBLOX CORP -CLASS A",RBLX,771049103,"1,276,350","$89,906,094.00",1.78%
10/11/2021,ARKW,"SPLUNK INC",SPLK,848637104,"555,131","$83,769,267.90",1.66%
10/11/2021,ARKW,"ETSY INC",ETSY,29786A106,"355,516","$75,376,502.32",1.49%
10/11/2021,ARKW,"ROBINHOOD MARKETS INC - A",HOOD,770700102,"1,702,990","$71,150,922.20",1.41%
10/11/2021,ARKW,"WALT DISNEY CO/THE",DIS,254687106,"387,840","$68,546,841.60",1.36%
10/11/2021,ARKW,"PAGERDUTY INC",PD,69553P100,"1,657,041","$65,386,837.86",1.30%
10/11/2021,ARKW,"CLOUDFLARE INC - CLASS A",NET,18915M107,"459,486","$64,171,814.76",1.27%
