date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/11/2021,IZRL,"MONDAY.COM LTD",MNDY,M7S64H106,"16,792","$5,702,563.20",2.24%
10/11/2021,IZRL,"INMODE LTD",INMD,M5425M103,"68,515","$4,834,418.40",1.89%
10/11/2021,IZRL,"NAYAX LTD",NYAX,BMXT7N9,"1,212,606","$4,789,884.66",1.88%
10/11/2021,IZRL,"PLASSON INDUSTRIES LTD",PLSN,6094728,"68,773","$4,624,789.33",1.81%
10/11/2021,IZRL,"KORNIT DIGITAL LTD",KRNT,M6372Q113,"30,417","$4,432,973.58",1.74%
10/11/2021,IZRL,"ENLIVEX THERAPEUTICS LTD",ENLV,M4130Y106,"453,903","$4,312,078.50",1.69%
10/11/2021,IZRL,"SAPIENS INTERNATIONAL CORP",SPNS,G7T16G103,"139,022","$4,261,024.30",1.67%
10/11/2021,IZRL,"CYBERARK SOFTWARE LTD/ISRAEL",CYBR,M2682V108,"25,983","$4,261,731.66",1.67%
10/11/2021,IZRL,"PLAYTIKA HOLDING CORP",PLTK,72815L107,"154,183","$4,224,614.20",1.66%
10/11/2021,IZRL,"PERION NETWORK LTD",PERI,M78673114,"195,135","$4,168,083.60",1.63%
10/11/2021,IZRL,"MAGIC SOFTWARE ENTERPRISES",MGIC,6328074,"209,306","$4,130,634.83",1.62%
10/11/2021,IZRL,"PRIORTECH LTD",PRTC,6677776,"136,471","$4,115,849.02",1.61%
10/11/2021,IZRL,"BEZEQ THE ISRAELI TELECOM CO",BEZQ,6098032,"3,454,955","$4,085,649.80",1.60%
10/11/2021,IZRL,"TEVA PHARMACEUTICAL-SP ADR",TEVA,881624209,"400,561","$4,069,699.76",1.60%
10/11/2021,IZRL,"BET SHEMESH ENGINES HOLDINGS",BSEN,6103936,"184,460","$4,037,995.64",1.58%
10/11/2021,IZRL,"ELBIT SYSTEMS LTD",ESLT,6308913,"27,522","$3,975,679.04",1.56%
10/11/2021,IZRL,"CAMTEK LTD",CAMT,M20791105,"102,709","$3,944,025.60",1.55%
10/11/2021,IZRL,"ARAD LTD",ARD,B0G7VP6,"278,701","$3,931,133.71",1.54%
10/11/2021,IZRL,"ITURAN LOCATION AND CONTROL",ITRN,M6158M104,"143,334","$3,938,818.32",1.54%
10/11/2021,IZRL,"TOWER SEMICONDUCTOR LTD",TSEM,M87915274,"132,442","$3,868,630.82",1.52%
10/11/2021,IZRL,"RADWARE LTD",RDWR,M81873107,"114,843","$3,871,357.53",1.52%
10/11/2021,IZRL,"PARTNER COMMUNICATIONS CO",PTNR,6374420,"833,961","$3,869,469.66",1.52%
10/11/2021,IZRL,"FATTAL HOLDINGS 1998 LTD",FTAL,BG1YKN5,"36,935","$3,855,905.01",1.51%
10/11/2021,IZRL,"UROGEN PHARMA LTD","URGN UQ",M96088105,"242,089","$3,844,373.32",1.51%
10/11/2021,IZRL,"SOLAREDGE TECHNOLOGIES INC",SEDG,83417M104,"14,565","$3,814,136.55",1.49%
10/11/2021,IZRL,"HILAN LTD",HLAN,6267230,"68,058","$3,681,997.06",1.44%
10/11/2021,IZRL,"NICE LTD - SPON ADR",NICE,653656108,"13,800","$3,650,376.00",1.43%
10/11/2021,IZRL,"ONE SOFTWARE TECHNOLOGIES LT",ONE,6987709,"236,106","$3,651,669.58",1.43%
10/11/2021,IZRL,"NOVA LTD",NVMI,M7516K103,"37,402","$3,635,100.38",1.42%
10/11/2021,IZRL,"MATRIX IT LTD",MTRX,6747754,"138,788","$3,597,150.04",1.41%
10/11/2021,IZRL,"AUDIOCODES LTD",AUDC,M15342104,"110,105","$3,600,433.50",1.41%
10/11/2021,IZRL,"MALAM - TEAM LTD",MLTM,6875923,"112,462","$3,597,002.89",1.41%
10/11/2021,IZRL,"BATM ADVANCED COMMUNICATIONS",BATM,B85PTW0,"3,038,164","$3,523,230.85",1.38%
10/11/2021,IZRL,"POLYPID LTD",PYPD,M8001Q118,"467,406","$3,514,893.12",1.38%
10/11/2021,IZRL,"CERAGON NETWORKS LTD",CRNT,M22013102,"1,020,061","$3,417,204.35",1.34%
10/11/2021,IZRL,"E & M COMPUTING",EMCO,6302216,"599,433","$3,370,924.09",1.32%
10/11/2021,IZRL,"STRATASYS LTD",SSYS,M85548101,"128,109","$3,375,672.15",1.32%
10/11/2021,IZRL,"TUFIN SOFTWARE TECHNOLOGIES",TUFN,M8893U102,"341,347","$3,345,200.60",1.31%
10/11/2021,IZRL,"KAMADA LTD",KMDA,B0L2CR5,"642,030","$3,350,308.89",1.31%
10/11/2021,IZRL,"CHECK POINT SOFTWARE TECH",CHKP,M22465104,"28,459","$3,324,295.79",1.30%
10/11/2021,IZRL,"TARO PHARMACEUTICAL INDUS",TARO,M8737E108,"50,732","$3,297,580.00",1.29%
10/11/2021,IZRL,"DANEL (ADIR YEOSHUA) LTD",DANE,6253433,"17,195","$3,298,210.40",1.29%
10/11/2021,IZRL,"CELLCOM ISRAEL LTD",CEL,B23WQK8,"937,596","$3,265,642.07",1.28%
10/11/2021,IZRL,"PURPLE BIOTECH LTD-ADR",PPBT,74638P109,"729,758","$3,240,125.52",1.27%
10/11/2021,IZRL,"ELECTRA CONSUMER PRODUCTS 19",ECP,B536CY7,"67,308","$3,216,693.01",1.26%
10/11/2021,IZRL,"GILAT SATELLITE NETWORKS LTD",GILT,M51474118,"381,008","$3,189,036.96",1.25%
10/11/2021,IZRL,"SILICOM LTD",SILC,M84116108,"85,949","$3,195,583.82",1.25%
10/11/2021,IZRL,"RADA ELECTRONIC INDS LTD",RADA,M81863124,"293,109","$3,159,715.02",1.24%
10/11/2021,IZRL,"COLLPLANT BIOTECHNOLOGIES LT","CLGN UQ",M2R51X116,"189,664","$3,133,249.28",1.23%
10/11/2021,IZRL,"ALLOT LTD",ALLT,M0854Q105,"193,109","$3,091,675.09",1.21%
10/11/2021,IZRL,"WALKME LTD",WKME,M97628107,"117,331","$3,075,245.51",1.21%
10/11/2021,IZRL,"ENTERA BIO LTD",ENTX,M40527109,"677,196","$3,094,785.72",1.21%
10/11/2021,IZRL,"COGNYTE SOFTWARE LTD",CGNT,M25133105,"142,868","$3,091,663.52",1.21%
10/11/2021,IZRL,"NANO DIMENSION LTD - ADR",NNDM,63008G203,"536,975","$3,028,539.00",1.19%
10/11/2021,IZRL,"SIMILARWEB LTD",SMWB,M84137104,"154,389","$3,047,638.86",1.19%
10/11/2021,IZRL,"FIVERR INTERNATIONAL LTD",FVRR,M4R82T106,"16,747","$2,974,937.08",1.17%
10/11/2021,IZRL,"ABRA INFORMATION TECHNOLOGIE",ABRA,B2NB586,"2,509,021","$2,933,665.15",1.15%
10/11/2021,IZRL,"VASCULAR BIOGENICS LTD",VBLT,M96883109,"1,381,604","$2,846,104.24",1.12%
10/11/2021,IZRL,"BIOLINERX LTD-SPONS ADR","BLRX ",09071M205,"1,064,778","$2,811,013.92",1.10%
10/11/2021,IZRL,"EVOGENE LTD",EVGN,B289530,"1,093,246","$2,759,449.82",1.08%
10/11/2021,IZRL,"JFROG LTD",FROG,M6191J100,"80,388","$2,688,978.60",1.05%
10/11/2021,IZRL,"NANO-X IMAGING LTD",NNOX,M70700105,"122,563","$2,686,580.96",1.05%
10/11/2021,IZRL,"CHECK CAP LTD",CHEK,M2361E203,"3,024,575","$2,597,505.01",1.02%
10/11/2021,IZRL,"PHINERGY LTD",PNRG,BMZ52P2,"915,661","$2,549,128.17",1.00%
10/11/2021,IZRL,"AQUARIUS ENGINES AM LTD",AQUA,BN7JJ92,"257,536","$2,525,292.30",0.99%
10/11/2021,IZRL,"AUGWIND ENERGY TECH STORAGE",AUGN,B290CJ7,"181,628","$2,449,535.49",0.96%
10/11/2021,IZRL,"MEDIWOUND LTD",MDWD,M68830104,"758,369","$2,411,613.42",0.95%
10/11/2021,IZRL,"GAMIDA CELL LTD",GMDA,M47364100,"618,370","$2,337,438.60",0.92%
