date,fund,company,ticker,cusip,market value($),weight(%)
10/20/2021,ARKW,TESLA INC,TSLA,88160R101,543332842.47,9.93
10/20/2021,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,389801581.30,7.12
10/20/2021,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,344690736.52,6.30
10/20/2021,ARKW,TWITTER INC,TWTR,90184L102,303536330.13,5.55
10/20/2021,ARKW,TELADOC HEALTH INC,TDOC,87918A105,278114573.44,5.08
10/20/2021,ARKW,ROKU INC,ROKU,77543R102,250146134.55,4.57
10/20/2021,ARKW,UNITY SOFTWARE INC,U,91332U101,248381011.95,4.54
10/20/2021,ARKW,SQUARE INC - A,SQ,852234103,219807441.49,4.02
10/20/2021,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,214151592.12,3.91
10/20/2021,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,210363962.68,3.84
10/20/2021,ARKW,TWILIO INC - A,TWLO,90138F102,198656261.57,3.63
10/20/2021,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,195759747.20,3.58
10/20/2021,ARKW,DRAFTKINGS INC - CL A,DKNG,26142R104,175904732.52,3.22
10/20/2021,ARKW,PELOTON INTERACTIVE INC-A,PTON,70614W100,150241983.23,2.75
10/20/2021,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,129832414.38,2.37
10/20/2021,ARKW,UIPATH INC - CLASS A,PATH,90364P105,127034767.44,2.32
10/20/2021,ARKW,ZILLOW GROUP INC - C,Z,98954M200,116878344.20,2.14
10/20/2021,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,101477572.56,1.85
10/20/2021,ARKW,SPLUNK INC,SPLK,848637104,92313941.15,1.69
10/20/2021,ARKW,ETSY INC,ETSY,29786A106,80834030.25,1.48
10/20/2021,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,79777670.04,1.46
10/20/2021,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,71316048.90,1.30
10/20/2021,ARKW,PAGERDUTY INC,PD,69553P100,70340365.71,1.29
10/20/2021,ARKW,WALT DISNEY CO/THE,DIS,254687106,66672384.66,1.22
10/20/2021,ARKW,SEA LTD-ADR,SE,81141R100,63408899.19,1.16
10/20/2021,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,61952715.08,1.13
10/20/2021,ARKW,OKTA INC,OKTA,679295105,57446909.23,1.05
10/20/2021,ARKW,DOCUSIGN INC,DOCU,256163106,56738470.13,1.04
10/20/2021,ARKW,FARFETCH LTD-CLASS A,FTCH,30744W107,56097420.10,1.03
10/20/2021,ARKW,LIVEPERSON INC,LPSN,538146101,55878130.94,1.02
10/20/2021,ARKW,SKILLZ INC,SKLZ,83067L109,54902660.76,1.00
10/20/2021,ARKW,VUZIX CORP,VUZI,92921W300,52921118.72,0.97
10/20/2021,ARKW,VERACYTE INC,VCYT,92337F107,53236016.19,0.97
10/20/2021,ARKW,ADYEN NV-UNSPON ADR,ADYEY,00783V104,48856892.80,0.89
10/20/2021,ARKW,KHOSLA VENTURES ACQUISITIO-A,KVSB,482505104,46961844.93,0.86
10/20/2021,ARKW,2U INC,TWOU,90214J101,45380077.68,0.83
10/20/2021,ARKW,MERCADOLIBRE INC,MELI,58733R102,44574375.12,0.81
10/20/2021,ARKW,NANO DIMENSION LTD - ADR,NNDM,63008G203,39297973.98,0.72
10/20/2021,ARKW,SNAP INC - A,SNAP,83304A106,36395125.27,0.67
10/20/2021,ARKW,CONCORD ACQUISITION CORP -A,CND,206071102,28368200.05,0.52
10/20/2021,ARKW,PAYPAL HOLDINGS INC,PYPL,70450Y103,5953490.40,0.11
10/20/2021,ARKW,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,3571300.71,0.07
10/20/2021,ARKW,SNOWFLAKE INC-CLASS A,SNOW,833445109,33294.52,0.00
