FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-08-30,Buy,ADPT,00650F109,ADAPTIVE BIOTECHNOLOGIES CORP,20540,0.0088
ARKG,2021-08-30,Buy,QSI,74765K105,QUANTUM-SI INC,163652,0.0185
ARKG,2021-08-30,Buy,PSNL,71535D106,PERSONALIS INC,34599,0.0086
ARKG,2021-08-30,Buy,PFE,717081103,PFIZER INC,91400,0.0504
ARKG,2021-08-30,Buy,NVTA,46185L103,INVITAE CORP,113734,0.0392
ARKG,2021-08-30,Buy,DYNS,268010105,DYNAMICS SPECIAL PURPOSE CORP,240000,0.0285
ARKG,2021-08-30,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,816,0.0003
ARKG,2021-08-30,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,10518,0.0004
ARKG,2021-08-30,Sell,CLLS,15117K103,CELLECTIS SA,7300,0.0012
ARKG,2021-08-30,Sell,RHHBY,771195104,ROCHE HOLDING AG,78900,0.0467
