date,fund,company,ticker,cusip,shares,market value($),weight(%)
4/6/2021,ARKW,TESLA INC,TSLA,88160R101,1123052.00,776085084.60,11.12
4/6/2021,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,7884379.00,417477868.05,5.98
4/6/2021,ARKW,SQUARE INC - A,SQ,852234103,1718440.00,395155278.00,5.66
4/6/2021,ARKW,TELADOC HEALTH INC,TDOC,87918A105,1645705.00,298284031.25,4.27
4/6/2021,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,231740.00,265562453.00,3.80
4/6/2021,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,901613.00,246410832.90,3.53
4/6/2021,ARKW,ROKU INC,ROKU,77543R102,698493.00,229308266.97,3.29
4/6/2021,ARKW,TWITTER INC,TWTR,90184L102,3006690.00,193149765.60,2.77
4/6/2021,ARKW,ZILLOW GROUP INC - C,Z,98954M200,1357726.00,181229266.48,2.60
4/6/2021,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,518658.00,168024445.68,2.41
4/6/2021,ARKW,SEA LTD-ADR,SE,81141R100,711580.00,167150142.00,2.39
4/6/2021,ARKW,UNITY SOFTWARE INC,U,91332U101,1598742.00,160833445.20,2.30
4/6/2021,ARKW,TWILIO INC - A,TWLO,90138F102,456992.00,159229722.56,2.28
4/6/2021,ARKW,JD.COM INC-ADR,JD,47215P106,1881997.00,155245932.53,2.22
4/6/2021,ARKW,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,1260890.00,145141047.90,2.08
4/6/2021,ARKW,OPENDOOR TECHNOLOGIES INC,OPEN,683712103,6768138.00,141589446.96,2.03
4/6/2021,ARKW,PAYPAL HOLDINGS INC,PYPL,70450Y103,547182.00,137353625.64,1.97
4/6/2021,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,5139307.00,120465356.08,1.73
4/6/2021,ARKW,TRADE DESK INC/THE -CLASS A,TTD,88339J105,184059.00,120223657.62,1.72
4/6/2021,ARKW,BAIDU INC - SPON ADR,BIDU,056752108,536553.00,119270366.37,1.71
4/6/2021,ARKW,SKILLZ INC,SKLZ,83067L109,5948020.00,111584855.20,1.60
4/6/2021,ARKW,PELOTON INTERACTIVE INC-A,PTON,70614W100,1000667.00,109162763.03,1.56
4/6/2021,ARKW,DOCUSIGN INC,DOCU,256163106,514593.00,105826050.45,1.52
4/6/2021,ARKW,KE HOLDINGS INC,BEKE,482497104,1763944.00,103825743.84,1.49
4/6/2021,ARKW,PURE STORAGE INC - CLASS A,PSTG,74624M102,4716078.00,103659394.44,1.49
4/6/2021,ARKW,FASTLY INC - CLASS A,FSLY,31188V100,1418243.00,97646030.55,1.40
4/6/2021,ARKW,SILVERGATE CAPITAL CORP-CL A,SI,82837P408,592567.00,89068745.77,1.28
4/6/2021,ARKW,ADYEN NV-UNSPON ADR,ADYEY,00783V104,1771419.00,85258396.47,1.22
4/6/2021,ARKW,DRAFTKINGS INC - CL A,DKNG,26142R104,1350233.00,84565092.79,1.21
4/6/2021,ARKW,VERACYTE INC,VCYT,92337F107,1423594.00,80603892.28,1.15
4/6/2021,ARKW,PINTEREST INC- CLASS A,PINS,72352L106,970703.00,77200009.59,1.11
4/6/2021,ARKW,HUBSPOT INC,HUBS,443573100,161479.00,76746124.33,1.10
4/6/2021,ARKW,AGORA INC-ADR,API,00851L103,1493485.00,76839803.25,1.10
4/6/2021,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,921208.00,76791898.88,1.10
4/6/2021,ARKW,PAGERDUTY INC,PD,69553P100,1854154.00,77040098.70,1.10
4/6/2021,ARKW,SYNOPSYS INC,SNPS,871607107,288281.00,74984770.91,1.07
4/6/2021,ARKW,HUYA INC-ADR,HUYA,44852D108,3884168.00,72789308.32,1.04
4/6/2021,ARKW,NVIDIA CORP,NVDA,67066G104,125666.00,70310127.00,1.01
4/6/2021,ARKW,NETFLIX INC,NFLX,64110L106,130502.00,70558516.34,1.01
4/6/2021,ARKW,SNAP INC - A,SNAP,83304A106,1283415.00,69445585.65,0.99
4/6/2021,ARKW,LENDINGTREE INC,TREE UW,52603B107,307050.00,67759794.00,0.97
4/6/2021,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,932396.00,66358623.32,0.95
4/6/2021,ARKW,2U INC,TWOU,90214J101,1628728.00,66354378.72,0.95
4/6/2021,ARKW,ATLASSIAN CORP PLC-CLASS A,TEAM,G06242104,282176.00,62425796.48,0.89
4/6/2021,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,330554.00,61687987.48,0.88
4/6/2021,ARKW,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,847662.00,61184243.16,0.88
4/6/2021,ARKW,LENDINGCLUB CORP,LC,52603A208,3983283.00,61661220.84,0.88
4/6/2021,ARKW,MERCADOLIBRE INC,MELI,58733R102,39344.00,59151736.80,0.85
4/6/2021,ARKW,PINDUODUO INC-ADR,PDD,722304102,402557.00,57529420.87,0.82
4/6/2021,ARKW,NANO DIMENSION LTD - ADR,NNDM,63008G203,5576353.00,45614567.54,0.65
4/6/2021,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,511357.00,36183621.32,0.52
4/6/2021,ARKW,ADOBE INC,ADBE,00724F101,32805.00,16127594.10,0.23
4/6/2021,ARKW,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,6722183.97,6722183.97,0.10
