FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-07-22,Buy,DKNG,26142R104,DRAFTKINGS INC,453086,0.0955
ARKK,2021-07-22,Buy,U,91332U101,UNITY SOFTWARE INC,208194,0.0924
ARKK,2021-07-22,Buy,ZM,98980L101,ZOOM VIDEO COMMUNICATIONS INC,16187,0.0251
ARKK,2021-07-22,Buy,PATH,90364P105,UIPATH INC,197393,0.0531
ARKK,2021-07-22,Buy,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,516093,0.0695
ARKK,2021-07-22,Buy,FATE,31189P102,FATE THERAPEUTICS INC,82301,0.0304
ARKK,2021-07-22,Sell,NVS,66987V109,NOVARTIS AG,2800,0.0011
ARKK,2021-07-22,Sell,SHOP,82509L107,SHOPIFY INC,5793,0.0393
ARKK,2021-07-22,Sell,TCEHY,88032Q109,TENCENT HOLDINGS LTD,11900,0.0035
ARKK,2021-07-22,Sell,TWST,90184D100,TWIST BIOSCIENCE CORP,19378,0.0102
ARKK,2021-07-22,Sell,TXG,88025U109,10X GENOMICS INC,29513,0.0238
ARKK,2021-07-22,Sell,DOCU,256163106,DOCUSIGN INC,69568,0.0919
ARKK,2021-07-22,Sell,PSTG,74624M102,PURE STORAGE INC,27000,0.0024
